Type,Matter #,Name,Budget Category
MUR,963,THEODORE FOR CONGRESS COMMITTEE,Legacy Data
MUR,962,EARL GREENE FOR CONGRESS COMMITTEE,Legacy Data
MUR,961,LIFE AMENDMENT PAC,Legacy Data
MUR,960,LIFE AMENDMENT PAC,Legacy Data
MUR,959,RIGHT TO LIFE COMMITTEE OF NEW MEXICO,Legacy Data
MUR,958,"NATIONAL RIGHT TO LIFE COMMITTEE, INC.",Legacy Data
MUR,956,INDIANA RIGHT TO LIFE PAC,Legacy Data
MUR,955,PRATT FOR CONGRESS,Legacy Data
MUR,954,FRIENDS OF HERMAN BODILLO ET AL.,Legacy Data
MUR,953,REPUBLICAN PARTY OF WISCONSIN,Legacy Data
MUR,952,LELAND FOR CONGRESS,Legacy Data
MUR,951,IDAHO REPUBLICAN CONGRESSIONAL CAMPAIGN COMMITTEE,Legacy Data
MUR,950,CITIZENS FOR THE REPUBLIC,Legacy Data
MUR,949,CALIFORNIA TEACHERS ASSOCIATION,Legacy Data
MUR,948,MISSOURI REPUBLICAN STATE COMMITTEE,Legacy Data
MUR,947,AMERICAN TELEPHONE AND TELGRAPH,Legacy Data
MUR,946,LIFE AMENDMENT PAC,Legacy Data
MUR,945,AMERICAN PARTY OF GEORGIA,Legacy Data
MUR,944,CRANE FOR PRESIDENT COMMITTEE,Legacy Data
MUR,943,CORCORAN FOR CONGRESS,Legacy Data
MUR,942,EL PASO COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,941,"CONSERVATIVE CAUCUS RESEARCH, ANALYSIS AND EDUCATION FOUNDATION",Legacy Data
MUR,940,REPUBLICAN VOLUNTEERS FOR A CLEAN JUDICIARY AND CLEAN POLITICS,Legacy Data
MUR,939,MCKENNA FOR CONGRESS COMMITTEE,Legacy Data
MUR,938,LEAGUE OF CONSERVATION VOTERS,Legacy Data
MUR,937,FERNANDEZ FOR PRESIDENT,Legacy Data
MUR,936,FIRST NATIONAL BANK OF  PROSPECT ILLINIOIS,Legacy Data
MUR,935,GERRY BROWN AND CARLOS BUSTAMANTE,Legacy Data
MUR,934,EDWARD J. STACK,Legacy Data
MUR,933,CONGRESSMAN DAN ROSTENKOWSKI,Legacy Data
MUR,932,CITIZENS FOR DOWNEY '78,Legacy Data
MUR,931,CHISHOLM 1978 RE-ELECTION COMMITTEE,Legacy Data
MUR,930,BOB WOOD FOR FOURTH DISTRICT CONGRESS,Legacy Data
MUR,929,STATE NATIONAL BANK OF EVANSTON ILLINOIS,Legacy Data
MUR,928,FIRST NATIONAL BANK OF SCHILLER PARK,Legacy Data
MUR,927,FIRST ARLINGTON NATIONAL BANK,Legacy Data
MUR,926,CRANE FOR PRESIDENT COMMITTEE,Legacy Data
MUR,925,SAN FRANCISCO DEMOCRATIC COUNTY CENTRAL COMMITTEE,Legacy Data
MUR,924,DEMOCRATIC STATE CENTRAL COMMITTEE OF COLORADO,Legacy Data
MUR,923,D.C. DEMOCRATIC CAMPAIGN '76,Legacy Data
MUR,922,FRIENDS OF HAM FISH,Legacy Data
MUR,921,JOHN M. LAXALT and CITIZENS FOR THE REPUBLIC,Legacy Data
MUR,920,STEWART RALLINGS MOTT,Legacy Data
MUR,919,COCA COLA CORPORATION,Legacy Data
MUR,918,BROTHERHOOD OF LOCOMOTIVE ENGINEERS VOLUNTARY POLITICAL FUND,Legacy Data
MUR,917,WALL AND CEILING PAC,Legacy Data
MUR,916,COMMITTEE TO RE-ELECT JAMIE WHITTEN,Legacy Data
MUR,915,EDWARD J. STACK,Legacy Data
MUR,914,VERMILLION EAST RANGE CONSERVATION COUNCIL,Legacy Data
MUR,912,WISCONSIN BANKERS  PAC,Legacy Data
MUR,911,"COMMUNITY PRINTING, INC.",Legacy Data
MUR,910,"NOBLE COUNTY ELECTION BOARD, OHIO",Legacy Data
MUR,909,JOSEPH ARCHER FOR CONGRESS COMMITTEE,Legacy Data
MUR,908,LEACH FOR CONGRESS/PERSONS UNKNOWN,Legacy Data
MUR,907,"METRO CONTRACT SERVICES, INC.",Legacy Data
MUR,906,YOUNG REPUBLICAN NATIONAL FEDERATION,Legacy Data
MUR,905,CONGRESSMAN JAMES A. COURTER,Legacy Data
MUR,904,SHRIVER FOR PRESIDENT,Legacy Data
MUR,903,RETAIL STORE EMPLOYEES UNION LOCAL 428 ACTIVE BALLOT CLUB,Legacy Data
MUR,902,CARMODY FOR CONGRESS COMMITTEE,Legacy Data
MUR,901,CLARENCE KADYS,Legacy Data
MUR,900,NEW JERSEY EDUCATION ASSOCIATION PAC,Legacy Data
MUR,899,GOLD PAC,Legacy Data
MUR,898,J.G. BOSWELL COMPANY PAC,Legacy Data
MUR,897,SHERK FOR CONGRESS COMMITTEE,Legacy Data
MUR,896,MURCOTTE FOR CONGRESS COMMITTEE,Legacy Data
MUR,895,BELOIT CORPORATION,Legacy Data
MUR,894,DAVID R. BEST AND BRUCE R. WILLIAMS,Legacy Data
MUR,893,MAXFIELD TO CONGRESS COMMITTEE,Legacy Data
MUR,892,COMMITTEE TO ELECT GERALDINE FERRARO TO CONGRESS,Legacy Data
MUR,891,EDWARDSVILLE NATIONAL BANK & TRUST CO. /OTHER NATIONAL BANKS,Legacy Data
MUR,890,"FIRST NATIONAL BANK TUSCUMBIA, ALABAMA",Legacy Data
MUR,889,LUCZERNE COUNTY ELECTION BOARD,Legacy Data
MUR,888,CITIZENS FOR RICHARDSON,Legacy Data
MUR,887,CONGRESSMAN MICHAEL BLOUIN,Legacy Data
MUR,886,AMERICAN PARTY OF THE UNITED STATES,Legacy Data
MUR,885,PRO-LIFE ACTION COUNCIL,Legacy Data
MUR,884,PAUL SARBANES,Legacy Data
MUR,883,FORD MOTOR COMPANY,Legacy Data
MUR,882,EDWARD M. KENNEDY,Legacy Data
MUR,881,COMMITTEE TO RE-ELECT CONGRESSMAN WILLIAM FORD,Legacy Data
MUR,880,ASHLEY FOR CONGRESS COMMITTEE,Legacy Data
MUR,879,RE-ELECT LES AUCOIN COMMITTEE,Legacy Data
MUR,878,EASTERLY FOR CONGRESS COMMITTEE COMMITTEE,Legacy Data
MUR,877,FAZIO FOR CONGRESS,Legacy Data
MUR,876,FRIENDS OF FLOYD FITHIAN,Legacy Data
MUR,875,COMMITTEE TO RE-ELECT TOM FOLEY,Legacy Data
MUR,874,TONY HALL FOR CONGRESS COMMITTEE,Legacy Data
MUR,873,KRESS FOR CONGRESS COMMITTEE,Legacy Data
MUR,872,MATSUI FOR CONGRESS COMMITTEE,Legacy Data
MUR,871,CITIZENS FOR MIKVA,Legacy Data
MUR,870,AUSTIN J. MURPHY FOR CONGRESS COMMITTEE,Legacy Data
MUR,869,ROBERT N.C. NIX FOR CONGRESS,Legacy Data
MUR,868,OLSON FOR CONGRESS COMMITTEE,Legacy Data
MUR,867,KEEP NICK RAHILL IN CONGRESS COMMITTEE,Legacy Data
MUR,866,RUSSO FOR CONGRESS COMMITTEE,Legacy Data
MUR,865,"DOUG WALGREN FOR CONGRESS, 1978",Legacy Data
MUR,864,PAT WILLIAMS CAMPAIGN COMMITTEE,Legacy Data
MUR,863,COMMITTEE FOR TIM WIRTH,Legacy Data
MUR,862,WOLPE FOR CONGRESS COMMITTEE,Legacy Data
MUR,861,TONY ANAYA CAMPAIGN COMMITTEE,Legacy Data
MUR,860,MERGELL FOR CONGRESS COMMITTEE,Legacy Data
MUR,859,NORTH CAROLINA DEMOCRATIC INAUGURAL COMMITTEE,Legacy Data
MUR,858,REGULAR DEMOCRATIC ORGANIZATION,Legacy Data
MUR,857,FRIENDS OF MIKE GRAVEL CAMPAIGN COMMITTEE,Legacy Data
MUR,856,CITIZENS COMMITTEE FOR THE RIGHT TO KEEP AND BEAR ARMS,Legacy Data
MUR,855,JOHN F. PALMER,Legacy Data
MUR,854,RICHARD PALMER,Legacy Data
MUR,853,JUST A BUNCH OF PLAIN DFL FOLKS WHO WANT COMMON SENSE GOVERNMENT COMMITTEE,Legacy Data
MUR,852,HOUSTON CHRONICLE PUBLISHING COMPANY,Legacy Data
MUR,851,CONGRESSMAN LARRY MCDONALD,Legacy Data
MUR,850,NICK MASTORELLI CAMPAIGN FUND,Legacy Data
MUR,849,VICK FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,848,RUDY VALDEZ and JOHN PATRIC,Legacy Data
MUR,847,JULIAN C. DIXON,Legacy Data
MUR,846,WILLIAM KING,Legacy Data
MUR,845,DEBRA FIGUEROA,Legacy Data
MUR,844,FRIENDS OF DAN RUPLI,Legacy Data
MUR,843,MARTIN FROST CAMPAIGN FUND,Legacy Data
MUR,842,FRIENDS OF LANE DENTON FOR CONGRESS,Legacy Data
MUR,841,A LOT OF PEOPLE SUPPORTING TOM DASCHLE FOR CONGRESS,Legacy Data
MUR,840,WINSTON BRYANT CAMPAIGN COMMITTEE,Legacy Data
MUR,839,DOUG BRANDON FOR CONGRESS CAMPAIGN COMMITTEE,Legacy Data
MUR,838,YOUNG FOR CONGRESS,Legacy Data
MUR,837,WEAVER FOR CONGRESS,Legacy Data
MUR,836,THOMPSONS' PEOPLE,Legacy Data
MUR,835,CLAUDE PEPPER CAMPAIGN COMMITTEE,Legacy Data
MUR,834,CITIZENS FOR CONGRESSMAN JOHN M. MURPHY,Legacy Data
MUR,833,NORTHERN VIRGINIANS FOR HERB HARRIS,Legacy Data
MUR,832,EILBERG FOR CONGRESS COMMITTEE,Legacy Data
MUR,831,BOB ECKHARDT CAMPAIGN FUND,Legacy Data
MUR,830,CARNEY FOR CONGRESS,Legacy Data
MUR,829,CHARLES H. WILSON CAMPAIGN COMMITTEE,Legacy Data
MUR,828,MCFALL FOR CONGRESS COMMITTEE,Legacy Data
MUR,827,CONGRESSMAN HANNAFORD REELECTION COMMITTEE,Legacy Data
MUR,826,BURTON FOR CONGRESS CAMPAIGN COMMITTEE,Legacy Data
MUR,825,CITIZENS FOR BRADEMAS,Legacy Data
MUR,824,CONGRESSMAN WRIGHT APPRECIATION COMMITTEE,Legacy Data
MUR,823,"THOMAS P. O'NEILL, JR.",Legacy Data
MUR,822,STEVENS FOR SENATOR COMMITTEE,Legacy Data
MUR,821,CITIZENS FOR PERCY,Legacy Data
MUR,820,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,819,CORPORATION FOR PUBLIC BROADCASTING AND THOMAS P. O'NEILL,Legacy Data
MUR,818,SHORT FOR SENATE COMMITTEE OF VOLUNTEERS,Legacy Data
MUR,817,FRIENDS OF ALATORRE,Legacy Data
MUR,816,DON PEASE FOR CONGRESS COMMITTEE,Legacy Data
MUR,815,FREEDOM FIRST,Legacy Data
MUR,814,BILL BONER FOR CONGRESS,Legacy Data
MUR,813,GOVERNOR CLIFF FINCH FOR SENATE COMMITTEE,Legacy Data
MUR,812,"DEMOCRATS, REPUBLICANS, INDEPENDENTS UNITED FOR A PRO-LIFE SENATE",Legacy Data
MUR,811,LEWIS FOR CONGRESS,Legacy Data
MUR,810,FRIENDS OF JIM MCGUY,Legacy Data
MUR,809,ARMSTRONG COMMITTEE,Legacy Data
MUR,808,CONGRESSMAN EDWARD J. PATTEN,Legacy Data
MUR,807,THOMAS ASHLEY,Legacy Data
MUR,806,WHITTAKER FOR CONGRESS COMMITTEE,Legacy Data
MUR,805,BALTIMORE AFRO-AMERICAN NEWSPAPER,Legacy Data
MUR,804,COMMON CAUSE,Legacy Data
MUR,803,DR. BILL RAY FOR SENATE COMMITTEE,Legacy Data
MUR,802,SENATOR WENDELL ANDERSON VOLUNTEER COMMITTEE,Legacy Data
MUR,801,BARNETT FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,800,BAUCUS '78 COMMITTEE,Legacy Data
MUR,799,CITIZENS FOR BIDEN COMMITTEE,Legacy Data
MUR,798,BILL BRADLEY FOR U.S. SENATE,Legacy Data
MUR,797,FRIENDS OF EDWARD W. BROOKE,Legacy Data
MUR,796,DICK CLARK SENATE COMMITTEE,Legacy Data
MUR,795,PEOPLE FOR HASKELL,Legacy Data
MUR,794,COMMITEE TO RE-ELECT HATHAWAY,Legacy Data
MUR,793,COMMITTEE TO RE-ELECT HUDDLESTON,Legacy Data
MUR,792,LEVIN FOR SENATE COMMITTEE,Legacy Data
MUR,791,MILLER FOR SENATE COMMITTEE,Legacy Data
MUR,790,RE-ELECT SENATOR PELL COMMITTEE,Legacy Data
MUR,789,RANDOLPH FOR SENATE COMMITTEE,Legacy Data
MUR,788,RAVANEL FOR SENATE COMMITTEE,Legacy Data
MUR,787,FRIENDS OF DONALD STEWART COMMITTEE,Legacy Data
MUR,786,JIM GUY TUCKER FOR SENATE,Legacy Data
MUR,785,FRASER FOR SENATE,Legacy Data
MUR,784,CHRISTIE COMMITTEE AND JOE CHRISTIE,Legacy Data
MUR,783,OKLAHOMANS FOR EDMONDSON 1978,Legacy Data
MUR,782,NATIONAL TREASURY EMPLOYEES UNION,Legacy Data
MUR,781,NORTHERN VIRGINIANS FOR CONGRESSMAN HERB HARRIS,Legacy Data
MUR,780,NATIONAL REPUBLICAN SENATORIAL COMMITTEE/LARRY WILLIAMS FOR U.S. SENATE,Legacy Data
MUR,779,FISHER FOR CONGRESS,Legacy Data
MUR,778,BILL ROY FOR SENATE COMMITTEE,Legacy Data
MUR,777,SANTOY FOR SENATE COMMITTEE,Legacy Data
MUR,776,VITO BATTISTA AND LARRY PENNER,Legacy Data
MUR,775,UNNAMED FEDERAL CANDIDATES,Legacy Data
MUR,774,RICHARD LUGAR,Legacy Data
MUR,773,"INTERNATIONAL ORGANIZATION OF MASTERS, MATES AND PILOTS",Legacy Data
MUR,772,H. BRUCE HAMILTON FOR CONGRESS,Legacy Data
MUR,771,LLOYD ROBERTS,Legacy Data
MUR,770,NORSWORTHY FOR CONGRESS,Legacy Data
MUR,769,CALIFORNIA DENTAL PAC,Legacy Data
MUR,768,FRIENDS OF JAY DISHAROOM,Legacy Data
MUR,767,FRANK GUARINI,Legacy Data
MUR,766,JOSEPH E. SEAGRAMS AND SONS INC.,Legacy Data
MUR,765,SASSER FOR SENATE,Legacy Data
MUR,764,LARRY STEELE AND JOE BACH,Legacy Data
MUR,763,MA NON-FILER,Legacy Data
MUR,762,DEMOCRATS FOR BOBBY PAILETTE COMMITTEE,Legacy Data
MUR,761,STALOS CONGRESS COMMITTEE,Legacy Data
MUR,760,COMMITTEE TO ELECT RON BURBA TO CONGRESS,Legacy Data
MUR,759,TABLACK FOR CONGRESS,Legacy Data
MUR,758,FRIENDS OF GILLIS LONG COMMITTEE,Legacy Data
MUR,757,WALSH FOR CONGRESS,Legacy Data
MUR,756,CITIZENS FOR MINISH,Legacy Data
MUR,755,COMMITTEE TO RE-ELECT CONGRESSMAN  LIONEL VAN DEERLIN,Legacy Data
MUR,754,EVELIO S. ESTRELLA CAMPAIGN COMMITTEE,Legacy Data
MUR,753,MELVIN PERKINS,Legacy Data
MUR,752,MISSOURI STATE DEMOCRATIC COMMITTEE,Legacy Data
MUR,751,MICAHEL STEVEN ELLIS,Legacy Data
MUR,750,MANSFIELD FOR CONGRESS,Legacy Data
MUR,749,COMMITTEE FOR RAYMOND B. WHITTAKER,Legacy Data
MUR,748,DAVID DRUMMOND FOR U.S. CONGRESS,Legacy Data
MUR,747,SIX NEW YORK NON-FILERS,Legacy Data
MUR,745,CITIZENS FOR STEELE ET AL.,Legacy Data
MUR,744,MORCOTTE FOR CONGRESS COMMITTEE,Legacy Data
MUR,743,HOMER E. CAPEHART,Legacy Data
MUR,742,CALIFORNIA 1978 NON-FILERS,Legacy Data
MUR,741,JULIE FELD FOR CONGRESS COMMITTEE,Legacy Data
MUR,740,COMMITTEE TO ELECT EUGENE CARTER,Legacy Data
MUR,739,STEVEN SHUGRUE FOR THE U.S. SENATE,Legacy Data
MUR,738,OHIO NON-FILERS,Legacy Data
MUR,737,FRIENDS OF MARGIT CHIRIACO-BALDIVID,Legacy Data
MUR,736,JULIAN DIXON DEMOCRAT FOR CONGRESS,Legacy Data
MUR,735,DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA,Legacy Data
MUR,734,SMITH FOSTER FOR CONGRESS COMMITTEE,Legacy Data
MUR,733,HELMS FOR SENATE COMMITTEE,Legacy Data
MUR,732,NATIONAL CONSERVATIVE PAC,Legacy Data
MUR,731,PATTERSON FOR U.S. SENATE,Legacy Data
MUR,730,GLEN HEWETT CAMPAIGN COMMITTEE,Legacy Data
MUR,729,COMMITTEE TO RE-ELECT CONGRESSMAN MICHAEL J. HARRINGTON,Legacy Data
MUR,728,CUNNINGHAM FOR CONGRESS COMMITTEE,Legacy Data
MUR,727,MONTOYA FOR SENATOR CLUB,Legacy Data
MUR,726,"DEMOCRATIC HUDSON COUNTY,  N.J. CAMPAIGN FUND",Legacy Data
MUR,725,NEW JERSEY REPUBLICAN GRAND OLD PARTY,Legacy Data
MUR,724,KIRBY FOR CONGRESS COMMITTEE,Legacy Data
MUR,723,WEST VIRGINIA REPUBLICAN STATE EXECUTIVE COMMITTEE,Legacy Data
MUR,722,"DEMOCRATIC CAMPAIGN COMMITTEE OF BRONX COUNTY, NEW YORK",Legacy Data
MUR,721,THURMON JEROME HAMLIN PRESIDENT '80 GOVERNOR '79 AND SENATOR '78,Legacy Data
MUR,720,HENRY BELFAR / WILLIAM BISHOP,Legacy Data
MUR,719,ANDERSON FOR CONGRESS COMMITTEE,Legacy Data
MUR,718,LIVINGSTON FOR CONGRESS COMMITTEE,Legacy Data
MUR,717,SUSAN JANE COLLINS CONGRESS COMMITTEE,Legacy Data
MUR,716,BRITT FOR CONGRESS COMMITTEE,Legacy Data
MUR,715,MARK FLANAGAN/ FRANCIS TAPP,Legacy Data
MUR,714,MISSOURI NON-FILERS,Legacy Data
MUR,713,GEORGIA NON-FILERS,Legacy Data
MUR,712,BOBBY LOCKE FOR CONGRESS,Legacy Data
MUR,711,RANDALL S. HARMON,Legacy Data
MUR,710,HEUER FOR CONGRESS,Legacy Data
MUR,709,COMMITTEE TO ELECT ETCHISON U.S. SENATE,Legacy Data
MUR,708,ROLAND W. VINCENT,Legacy Data
MUR,707,"WESTSIDE NATIONAL BANK OF MANATEE COUNTY, BRADENTON, FLORIDA",Legacy Data
MUR,706,RICK BENNETT FOR CONGRESS,Legacy Data
MUR,705,"UNITED FARM WORKERS, AFL-CIO, CITIZENS PARTICIPATION DAY FUND",Legacy Data
MUR,704,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,703,KENTUCKY STATE DEMOCRATIC EXECUTIVE COMMITTEE,Legacy Data
MUR,702,MICHIGAN STATE REPUBLICAN FINANCE COMMITTEE,Legacy Data
MUR,701,FREEMAN VOLUNTEER COMMITTEE,Legacy Data
MUR,700,DR. STERLING E. LACY,Legacy Data
MUR,699,STAN KRESS FOR CONGRESS COMMITTEE,Legacy Data
MUR,698,RICK TONRY CAMPAIGN COMMITTEE,Legacy Data
MUR,697,NEW YORKERS FOR WOODWARD,Legacy Data
MUR,696,NASSAU COUNTY (NEW YORK) TRIM COMMITTEE,Legacy Data
MUR,695,BANK OF NORTH CAROLINA,Legacy Data
MUR,694,SENATOR HENRY JACKSON CAMPAIGN COMMITTEE,Legacy Data
MUR,693,DAN HALES FOR CONGRESS,Legacy Data
MUR,692,UNKNOWN RESPONDENT,Legacy Data
MUR,691,NATIONAL CONSERVATIVE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,690,SIXTEENTH CONGRESSIONAL DISTRICT TRIM COMMITTEE,Legacy Data
MUR,689,TRIM--NORTHWEST JERSEY,Legacy Data
MUR,688,TENNESSEE PRE-PRIMARY NON-FILERS,Legacy Data
MUR,687,UNITED MINE WORKERS OF AMERICA (DISTRICT 2 EBENSBURG PA),Legacy Data
MUR,686,NORTH CAROLINA NON-FILERS,Legacy Data
MUR,685,INDIANA POST-PRIMARY NON-FILERS,Legacy Data
MUR,684,KANSAS PRE-PRIMARY NON-FILERS,Legacy Data
MUR,683,NEW JERSEY HOUSE NON-FILERS,Legacy Data
MUR,682,ALICE CONNER,Legacy Data
MUR,681,"W. FRETIG, PRESIDENT OF AFL-CIO",Legacy Data
MUR,680,RAYMOND P. KOGOVESK,Legacy Data
MUR,679,CONGRESSMAN TED RISENHOOVER,Legacy Data
MUR,678,ONONDAGA COUNTY DEMOCRATIC COMMITTEE (N.Y.),Legacy Data
MUR,677,JAMES H. SCHEUER,Legacy Data
MUR,676,JOHN PAUL HAMMERSCHMIDT,Legacy Data
MUR,675,GEORGIA STATE AFL-CIO,Legacy Data
MUR,674,YOUNG REPUBLICAN NATIONAL FEDERATION,Legacy Data
MUR,673,ONONDAGA COUNTY BOARD OF ELECTIONS,Legacy Data
MUR,672,CONGRESSMAN WILLIAM FRENZEL,Legacy Data
MUR,671,LARRY PRESSLER FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,669,FELIX PANLOSIGUI / EDWARD ROCHE (MISSOURI NON-FILERS),Legacy Data
MUR,668,ALAN MERRELL CHEVROLET INC.,Legacy Data
MUR,667,OHIO STATE COUNCIL OF CARPENTERS PAC,Legacy Data
MUR,666,RETIRED PUBLIC EMPLOYEES COUNCIL OF WASHINGTON,Legacy Data
MUR,665,CONNECTICUT EDUCATION ASSOCIATION PAC,Legacy Data
MUR,664,PEOPLE FOR OTTERBACHER,Legacy Data
MUR,663,RALPH HARDING,Legacy Data
MUR,662,ONONDAGA COUNTY DEMOCRATIC COMMITTEE NY,Legacy Data
MUR,661,BUSINESSMEN FOR FORD/FRIENDS  FOR HAYAKAWA,Legacy Data
MUR,660,AFSHARI FOR CONGRESS COMMITTEE,Legacy Data
MUR,659,BELL FOR SENATE COMMITTEE,Legacy Data
MUR,658,ILLINOIS CONSUMERS FOR CARTER-MONDALE,Legacy Data
MUR,657,BILL BRADLEY AND  WCBS-TV,Legacy Data
MUR,656,CITIZENS WHO WANT NORMAN JACQUES IN CONGRESS,Legacy Data
MUR,655,NEBRASKA DEMOCRATIC STATE CENTRAL COMMITTEE,Legacy Data
MUR,654,DEMOCRATS FOR SCHMITT,Legacy Data
MUR,653,COMMITTEE TO ELECT DON ALBOSTA TO CONGRESS,Legacy Data
MUR,652,VERMONT STATE DEMOCRATIC FEDERAL CAMPAIGN COMMITTEE,Legacy Data
MUR,651,JENKINS FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,650,SHAPP FOR PRESIDENT COMMITTEE,Legacy Data
MUR,649,DEMOCRATIC CONGRESSIONAL DINNER COMMITTEE,Legacy Data
MUR,648,YOUNG REPUBLICAN NATIONAL FEDERATION,Legacy Data
MUR,647,PHILIP BAKER,Legacy Data
MUR,646,HENRY COUNTY INDIANA BOARD OF ELECTION,Legacy Data
MUR,645,"EDWARDS IN '78 COMMITTEE, OKLAHOMA",Legacy Data
MUR,644,SEITH FOR SENATE COMMITTEE,Legacy Data
MUR,643,BERYL ANTHONY,Legacy Data
MUR,642,JO ANN SAUNDERS,Legacy Data
MUR,641,PEOPLE'S BANK OF ST. MARY'S,Legacy Data
MUR,640,ROGER TILLES,Legacy Data
MUR,639,KENTUCKY EDUCATION ASSOCIATION,Legacy Data
MUR,638,TALMADGE CAMPAIGN COMMITTEE,Legacy Data
MUR,637,GERALD LEO BAKER,Legacy Data
MUR,636,1978 CALIFORNIA PRE-PRIMARY NON-FILERS,Legacy Data
MUR,635,STEVE SHUGURE FOR CONGRESS,Legacy Data
MUR,634,STRICKLAND AND MACK COMMITTEES,Legacy Data
MUR,633,CONNELLY FOR CONGRESS,Legacy Data
MUR,632,COLE FOR CONGRESS,Legacy Data
MUR,631,CONNECTICUT REPUBLICAN FEDERAL CAMPAIGN COMMMITTEE,Legacy Data
MUR,630,RUSK COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,629,UNITED REPUBLICAN FINANCE COMMITTEE OF SANTA CLARA COUNTY,Legacy Data
MUR,628,DAVID CRANE FOR CONGRESS COMMITTEE,Legacy Data
MUR,627,"MERILLAT  INDUSTRIES, INC.",Legacy Data
MUR,626,CORMAN CAMPAIGN COMMITTEE,Legacy Data
MUR,625,SASSER FOR SENATE,Legacy Data
MUR,624,DOUGLAS COUNTY REPUBLICAN PARTY,Legacy Data
MUR,623,VERMONT REPUBLICAN STATE COMMITTEE,Legacy Data
MUR,622,AFL-CIO COPE PCC,Legacy Data
MUR,621,KENTUCKY NON-FILERS,Legacy Data
MUR,620,COMMITTEE TO ELECT MAXWELL TO THE U.S. SENATE,Legacy Data
MUR,619,COMMITTEE TO ELECT DONALD S. KAZANAN TO CONGRESS,Legacy Data
MUR,618,AMERICAN MEDICAL ASSOCIATION,Legacy Data
MUR,617,BEATON FOR CONGRESS,Legacy Data
MUR,616,CONGRESSMAN ST. GERMAIN AND FERLUND CORPORATION,Legacy Data
MUR,615,ALLIANCE FOR BETTER GOVERNMENT,Legacy Data
MUR,614,TERRY L. HICKS,Legacy Data
MUR,613,RUDASILL FOR CONGRESS COMMITTEE,Legacy Data
MUR,612,EUGENE MCLAIN/ WOODY ANDERSON FORD,Legacy Data
MUR,611,LOWENSTEIN '76 COMMITTEE,Legacy Data
MUR,610,TEXAS POWER AND LIGHT COMPANY,Legacy Data
MUR,609,UDALL '76 COMMITTEE,Legacy Data
MUR,608,ROYBL CAMPAIGN COMMITTEE,Legacy Data
MUR,607,FIRST BANK OF TENNESSEE,Legacy Data
MUR,606,TONEY FOR CONGRESS,Legacy Data
MUR,605,COMMITTEE TO ELECT CLIFFORD A. JONES TO CONGRESS,Legacy Data
MUR,604,JAMES ALLEN HOWARD,Legacy Data
MUR,603,COMMITTEE TO ELECT JIM MADRID,Legacy Data
MUR,602,LA GENTE COMMITTEE AND WEST FOR CONGRESS,Legacy Data
MUR,601,BRUCE BROWN,Legacy Data
MUR,600,AAMODT FOR CONGRESS COMMITTEE,Legacy Data
MUR,599,THOMAS J. MACBRIDE,Legacy Data
MUR,598,HENRY R. KISSLING,Legacy Data
MUR,597,JOHN J. RARICK CONGRESSIONAL CAMPAIGN COMMITTEE,Legacy Data
MUR,596,TREME IMPROVEMENT POLITICAL SOCIETY,Point of Entry
MUR,595,DEMOCRATIC NATIONAL COMMITTEE,Legacy Data
MUR,594,NONE OF THE ABOVE COMMITTEE,Legacy Data
MUR,593,BONNER COMMITTEE,Legacy Data
MUR,592,HARVARD JOURNAL OF LAW AND PUBLIC POLICY/HARVARD LAW REVIEW ASSOCIATIOIN,Legacy Data
MUR,591,PAUL DIETRICH,Legacy Data
MUR,590,BAKER TOWER TRIBUTE COMMITTEE,Legacy Data
MUR,589,NATE HOLDEN CAMPAIGN COMMITTEE,Legacy Data
MUR,588,GENERAL WALL SYSTEMS OF PUERTO RICO INC.,Legacy Data
MUR,587,"SMITH, ROBINSON AND VINYARD INC.",Legacy Data
MUR,586,GOODMAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,585,CALIFORNIA NON-FILERS STATEMENT OF CANDIDATE,Legacy Data
MUR,584,OREGON TRIM COMMITTEE,Legacy Data
MUR,583,CALIFORNIA DEMOCRATS TO DRAFT SENATOR FRANK CHURCH,Legacy Data
MUR,582,PENNSYLVANIA HOUSE NON-FILERS,Legacy Data
MUR,581,WARD FOR CONGRESS COMMITTEE,Legacy Data
MUR,580,MIKE SYNAR FOR CONGRESS CENTRAL COMMITTEE,Legacy Data
MUR,579,ANDERSON FOR CONGRESS FINANCE COMMITTEE,Legacy Data
MUR,578,1977 NON-PARTY RELATED NON-FILERS,Legacy Data
MUR,577,1977 PARTY RELATED NON-FILERS,Legacy Data
MUR,576,1977 PRESIDENTIAL NON-FILERS,Legacy Data
MUR,575,1977 HOUSE OF REPRESENTATIVES NON-FILERS,Legacy Data
MUR,574,1977 SENATE NON-FILERS,Legacy Data
MUR,573,GUFFEY IN THE FIRST COMMITTEE,Legacy Data
